Five Lights, Four Lights, Rainy Four Lights, Three Lights, Boar-Deer-Butterfly, Flower Viewing Sake, Flower Viewing Sake, Moon Viewing Sake, Moon Viewing Sake, Tane,  Red & Blue Ribbons, Red Ribbons, Blue Ribbons, Tan,   Kasu,
2.0,         4.0,         46.0,              169.0,        76.0,                249.0,               0.0,                 249.0,             0.0,               237.0, 0.0,                73.0,        63.0,         418.0, 520.0,0
